,zipCode,Density,LandArea,Population,Wealthy
36229,94132,9044.69453376,3.11,28129.0,19735.4509581
36230,94124,6895.74036511,4.93,33996.0,13046.1346629
36232,94127,10897.740113,1.77,19289.0,43491.6667531
36234,94124,6895.74036511,4.93,33996.0,13046.1346629
36235,94122,23738.559322,2.36,56023.0,26177.8981311
36239,94110,29756.6523605,2.33,69333.0,27502.0329136
36241,94121,13377.5974026,3.08,41203.0,29058.4811543
36242,94107,14859.7765363,1.79,26599.0,49267.0613557
36245,94124,6895.74036511,4.93,33996.0,13046.1346629
36246,94127,10897.740113,1.77,19289.0,43491.6667531
36247,94102,46531.3432836,0.67,31176.0,15423.1812292
36248,94110,29756.6523605,2.33,69333.0,27502.0329136
36250,94112,23633.0357143,3.36,79407.0,18441.9432796
36257,94121,13377.5974026,3.08,41203.0,29058.4811543
36260,94110,29756.6523605,2.33,69333.0,27502.0329136
36262,94132,9044.69453376,3.11,28129.0,19735.4509581
36265,94117,23176.9230769,1.69,39169.0,38289.6465317
36270,94127,10897.740113,1.77,19289.0,43491.6667531
36271,94110,29756.6523605,2.33,69333.0,27502.0329136
36273,94112,23633.0357143,3.36,79407.0,18441.9432796
36274,94121,13377.5974026,3.08,41203.0,29058.4811543
36275,94109,47045.3781513,1.19,55984.0,33224.3382216
36281,94108,50992.5925926,0.27,13768.0,50804.5254939
36282,94121,13377.5974026,3.08,41203.0,29058.4811543
36283,94124,6895.74036511,4.93,33996.0,13046.1346629
36284,94127,10897.740113,1.77,19289.0,43491.6667531
36285,94116,16871.8146718,2.59,43698.0,26774.0563184
36286,94133,34522.3684211,0.76,26237.0,28489.6979456
36288,94127,10897.740113,1.77,19289.0,43491.6667531
36290,94109,47045.3781513,1.19,55984.0,33224.3382216
36291,94102,46531.3432836,0.67,31176.0,15423.1812292
36292,94110,29756.6523605,2.33,69333.0,27502.0329136
36294,94124,6895.74036511,4.93,33996.0,13046.1346629
36295,94111,10920.5882353,0.34,3713.0,70755.441422
36297,94127,10897.740113,1.77,19289.0,43491.6667531
36301,94109,47045.3781513,1.19,55984.0,33224.3382216
36302,94109,47045.3781513,1.19,55984.0,33224.3382216
36303,94114,21765.034965,1.43,31124.0,55081.8068693
36304,94132,9044.69453376,3.11,28129.0,19735.4509581
36305,94112,23633.0357143,3.36,79407.0,18441.9432796
36307,94127,10897.740113,1.77,19289.0,43491.6667531
36308,94121,13377.5974026,3.08,41203.0,29058.4811543
36310,94110,29756.6523605,2.33,69333.0,27502.0329136
36312,94122,23738.559322,2.36,56023.0,26177.8981311
36316,94107,14859.7765363,1.79,26599.0,49267.0613557
36317,94103,19977.9411765,1.36,27170.0,23481.6626426
36318,94110,29756.6523605,2.33,69333.0,27502.0329136
36320,94114,21765.034965,1.43,31124.0,55081.8068693
36322,94122,23738.559322,2.36,56023.0,26177.8981311
36326,94134,16999.1666667,2.4,40798.0,16602.7983725
36328,94110,29756.6523605,2.33,69333.0,27502.0329136
36329,94124,6895.74036511,4.93,33996.0,13046.1346629
36331,94121,13377.5974026,3.08,41203.0,29058.4811543
36334,94110,29756.6523605,2.33,69333.0,27502.0329136
36336,94134,16999.1666667,2.4,40798.0,16602.7983725
36337,94114,21765.034965,1.43,31124.0,55081.8068693
36338,94122,23738.559322,2.36,56023.0,26177.8981311
36341,94115,29483.0357143,1.12,33021.0,43106.9525756
36342,94110,29756.6523605,2.33,69333.0,27502.0329136
36343,94112,23633.0357143,3.36,79407.0,18441.9432796
36344,94107,14859.7765363,1.79,26599.0,49267.0613557
36347,94112,23633.0357143,3.36,79407.0,18441.9432796
36349,94112,23633.0357143,3.36,79407.0,18441.9432796
36351,94102,46531.3432836,0.67,31176.0,15423.1812292
36352,94127,10897.740113,1.77,19289.0,43491.6667531
36353,94116,16871.8146718,2.59,43698.0,26774.0563184
36354,94127,10897.740113,1.77,19289.0,43491.6667531
36358,94133,34522.3684211,0.76,26237.0,28489.6979456
36365,94134,16999.1666667,2.4,40798.0,16602.7983725
36368,94107,14859.7765363,1.79,26599.0,49267.0613557
36369,94121,13377.5974026,3.08,41203.0,29058.4811543
36373,94122,23738.559322,2.36,56023.0,26177.8981311
36374,94123,22635.2941176,1.02,23088.0,71547.6329695
36375,94110,29756.6523605,2.33,69333.0,27502.0329136
36376,94127,10897.740113,1.77,19289.0,43491.6667531
36377,94158,7260.60606061,0.66,4792.0,38522.5550918
36381,94114,21765.034965,1.43,31124.0,55081.8068693
36382,94115,29483.0357143,1.12,33021.0,43106.9525756
36385,94114,21765.034965,1.43,31124.0,55081.8068693
36388,94114,21765.034965,1.43,31124.0,55081.8068693
36389,94107,14859.7765363,1.79,26599.0,49267.0613557
36393,94124,6895.74036511,4.93,33996.0,13046.1346629
36394,94114,21765.034965,1.43,31124.0,55081.8068693
36396,94131,12923.5576923,2.08,26881.0,43765.7415647
36397,94131,12923.5576923,2.08,26881.0,43765.7415647
36399,94115,29483.0357143,1.12,33021.0,43106.9525756
36401,94110,29756.6523605,2.33,69333.0,27502.0329136
36404,94110,29756.6523605,2.33,69333.0,27502.0329136
36405,94116,16871.8146718,2.59,43698.0,26774.0563184
36408,94110,29756.6523605,2.33,69333.0,27502.0329136
36413,94109,47045.3781513,1.19,55984.0,33224.3382216
36414,94115,29483.0357143,1.12,33021.0,43106.9525756
36417,94112,23633.0357143,3.36,79407.0,18441.9432796
36418,94121,13377.5974026,3.08,41203.0,29058.4811543
36419,94109,47045.3781513,1.19,55984.0,33224.3382216
36421,94122,23738.559322,2.36,56023.0,26177.8981311
36423,94114,21765.034965,1.43,31124.0,55081.8068693
36425,94110,29756.6523605,2.33,69333.0,27502.0329136
36426,94132,9044.69453376,3.11,28129.0,19735.4509581
36427,94117,23176.9230769,1.69,39169.0,38289.6465317
36428,94112,23633.0357143,3.36,79407.0,18441.9432796
36429,94158,7260.60606061,0.66,4792.0,38522.5550918
36430,94110,29756.6523605,2.33,69333.0,27502.0329136
36432,94112,23633.0357143,3.36,79407.0,18441.9432796
36433,94114,21765.034965,1.43,31124.0,55081.8068693
36435,94115,29483.0357143,1.12,33021.0,43106.9525756
36436,94127,10897.740113,1.77,19289.0,43491.6667531
36441,94114,21765.034965,1.43,31124.0,55081.8068693
36443,94115,29483.0357143,1.12,33021.0,43106.9525756
36444,94110,29756.6523605,2.33,69333.0,27502.0329136
36445,94114,21765.034965,1.43,31124.0,55081.8068693
36446,94124,6895.74036511,4.93,33996.0,13046.1346629
36447,94112,23633.0357143,3.36,79407.0,18441.9432796
36448,94107,14859.7765363,1.79,26599.0,49267.0613557
36451,94114,21765.034965,1.43,31124.0,55081.8068693
36453,94116,16871.8146718,2.59,43698.0,26774.0563184
36454,94124,6895.74036511,4.93,33996.0,13046.1346629
36458,94102,46531.3432836,0.67,31176.0,15423.1812292
36459,94124,6895.74036511,4.93,33996.0,13046.1346629
36461,94107,14859.7765363,1.79,26599.0,49267.0613557
36463,94112,23633.0357143,3.36,79407.0,18441.9432796
36464,94122,23738.559322,2.36,56023.0,26177.8981311
36468,94129,1383.91304348,2.3,3183.0,54101.3147974
36469,94121,13377.5974026,3.08,41203.0,29058.4811543
36471,94133,34522.3684211,0.76,26237.0,28489.6979456
36474,94124,6895.74036511,4.93,33996.0,13046.1346629
36476,94118,19650.7692308,1.95,38319.0,41202.501083
36477,94102,46531.3432836,0.67,31176.0,15423.1812292
36480,94110,29756.6523605,2.33,69333.0,27502.0329136
36481,94107,14859.7765363,1.79,26599.0,49267.0613557
36482,94109,47045.3781513,1.19,55984.0,33224.3382216
36484,94112,23633.0357143,3.36,79407.0,18441.9432796
36486,94124,6895.74036511,4.93,33996.0,13046.1346629
36488,94131,12923.5576923,2.08,26881.0,43765.7415647
36492,94103,19977.9411765,1.36,27170.0,23481.6626426
36493,94110,29756.6523605,2.33,69333.0,27502.0329136
36495,94124,6895.74036511,4.93,33996.0,13046.1346629
36496,94131,12923.5576923,2.08,26881.0,43765.7415647
36497,94117,23176.9230769,1.69,39169.0,38289.6465317
36499,94115,29483.0357143,1.12,33021.0,43106.9525756
36503,94110,29756.6523605,2.33,69333.0,27502.0329136
36507,94102,46531.3432836,0.67,31176.0,15423.1812292
36509,94116,16871.8146718,2.59,43698.0,26774.0563184
36511,94103,19977.9411765,1.36,27170.0,23481.6626426
36513,94112,23633.0357143,3.36,79407.0,18441.9432796
36514,94124,6895.74036511,4.93,33996.0,13046.1346629
36517,94122,23738.559322,2.36,56023.0,26177.8981311
36518,94110,29756.6523605,2.33,69333.0,27502.0329136
36519,94131,12923.5576923,2.08,26881.0,43765.7415647
36522,94123,22635.2941176,1.02,23088.0,71547.6329695
36523,94112,23633.0357143,3.36,79407.0,18441.9432796
36524,94121,13377.5974026,3.08,41203.0,29058.4811543
36527,94112,23633.0357143,3.36,79407.0,18441.9432796
36530,94118,19650.7692308,1.95,38319.0,41202.501083
36532,94111,10920.5882353,0.34,3713.0,70755.441422
36534,94133,34522.3684211,0.76,26237.0,28489.6979456
36538,94103,19977.9411765,1.36,27170.0,23481.6626426
36539,94112,23633.0357143,3.36,79407.0,18441.9432796
36540,94102,46531.3432836,0.67,31176.0,15423.1812292
36542,94107,14859.7765363,1.79,26599.0,49267.0613557
36543,94110,29756.6523605,2.33,69333.0,27502.0329136
36545,94127,10897.740113,1.77,19289.0,43491.6667531
36549,94107,14859.7765363,1.79,26599.0,49267.0613557
36551,94117,23176.9230769,1.69,39169.0,38289.6465317
36552,94121,13377.5974026,3.08,41203.0,29058.4811543
36553,94123,22635.2941176,1.02,23088.0,71547.6329695
36556,94116,16871.8146718,2.59,43698.0,26774.0563184
36557,94124,6895.74036511,4.93,33996.0,13046.1346629
36558,94116,16871.8146718,2.59,43698.0,26774.0563184
36561,94114,21765.034965,1.43,31124.0,55081.8068693
36562,94134,16999.1666667,2.4,40798.0,16602.7983725
36563,94110,29756.6523605,2.33,69333.0,27502.0329136
36564,94110,29756.6523605,2.33,69333.0,27502.0329136
36565,94102,46531.3432836,0.67,31176.0,15423.1812292
36566,94103,19977.9411765,1.36,27170.0,23481.6626426
36568,94121,13377.5974026,3.08,41203.0,29058.4811543
36569,94110,29756.6523605,2.33,69333.0,27502.0329136
36574,94114,21765.034965,1.43,31124.0,55081.8068693
36575,94103,19977.9411765,1.36,27170.0,23481.6626426
36576,94124,6895.74036511,4.93,33996.0,13046.1346629
36577,94116,16871.8146718,2.59,43698.0,26774.0563184
36578,94134,16999.1666667,2.4,40798.0,16602.7983725
36580,94121,13377.5974026,3.08,41203.0,29058.4811543
36588,94110,29756.6523605,2.33,69333.0,27502.0329136
36589,94117,23176.9230769,1.69,39169.0,38289.6465317
36590,94103,19977.9411765,1.36,27170.0,23481.6626426
36592,94105,15800.0,0.37,5846.0,88364.2718098
36593,94118,19650.7692308,1.95,38319.0,41202.501083
36595,94118,19650.7692308,1.95,38319.0,41202.501083
36596,94109,47045.3781513,1.19,55984.0,33224.3382216
36600,94112,23633.0357143,3.36,79407.0,18441.9432796
36601,94124,6895.74036511,4.93,33996.0,13046.1346629
36602,94112,23633.0357143,3.36,79407.0,18441.9432796
36603,94110,29756.6523605,2.33,69333.0,27502.0329136
36604,94127,10897.740113,1.77,19289.0,43491.6667531
36608,94115,29483.0357143,1.12,33021.0,43106.9525756
36611,94127,10897.740113,1.77,19289.0,43491.6667531
36614,94103,19977.9411765,1.36,27170.0,23481.6626426
36616,94124,6895.74036511,4.93,33996.0,13046.1346629
36618,94112,23633.0357143,3.36,79407.0,18441.9432796
36620,94131,12923.5576923,2.08,26881.0,43765.7415647
36621,94124,6895.74036511,4.93,33996.0,13046.1346629
36622,94124,6895.74036511,4.93,33996.0,13046.1346629
36623,94107,14859.7765363,1.79,26599.0,49267.0613557
36625,94127,10897.740113,1.77,19289.0,43491.6667531
36626,94127,10897.740113,1.77,19289.0,43491.6667531
36627,94108,50992.5925926,0.27,13768.0,50804.5254939
36631,94116,16871.8146718,2.59,43698.0,26774.0563184
36632,94127,10897.740113,1.77,19289.0,43491.6667531
36633,94110,29756.6523605,2.33,69333.0,27502.0329136
36635,94117,23176.9230769,1.69,39169.0,38289.6465317
36637,94116,16871.8146718,2.59,43698.0,26774.0563184
36638,94117,23176.9230769,1.69,39169.0,38289.6465317
36643,94127,10897.740113,1.77,19289.0,43491.6667531
36644,94110,29756.6523605,2.33,69333.0,27502.0329136
36646,94107,14859.7765363,1.79,26599.0,49267.0613557
36647,94117,23176.9230769,1.69,39169.0,38289.6465317
36650,94105,15800.0,0.37,5846.0,88364.2718098
36651,94114,21765.034965,1.43,31124.0,55081.8068693
36656,94124,6895.74036511,4.93,33996.0,13046.1346629
36657,94112,23633.0357143,3.36,79407.0,18441.9432796
36659,94110,29756.6523605,2.33,69333.0,27502.0329136
36661,94109,47045.3781513,1.19,55984.0,33224.3382216
36662,94103,19977.9411765,1.36,27170.0,23481.6626426
36663,94107,14859.7765363,1.79,26599.0,49267.0613557
36664,94158,7260.60606061,0.66,4792.0,38522.5550918
36665,94108,50992.5925926,0.27,13768.0,50804.5254939
36666,94110,29756.6523605,2.33,69333.0,27502.0329136
36668,94124,6895.74036511,4.93,33996.0,13046.1346629
36670,94121,13377.5974026,3.08,41203.0,29058.4811543
36671,94110,29756.6523605,2.33,69333.0,27502.0329136
36672,94121,13377.5974026,3.08,41203.0,29058.4811543
36676,94127,10897.740113,1.77,19289.0,43491.6667531
36678,94122,23738.559322,2.36,56023.0,26177.8981311
36679,94131,12923.5576923,2.08,26881.0,43765.7415647
36681,94124,6895.74036511,4.93,33996.0,13046.1346629
36682,94127,10897.740113,1.77,19289.0,43491.6667531
36687,94117,23176.9230769,1.69,39169.0,38289.6465317
36688,94108,50992.5925926,0.27,13768.0,50804.5254939
36691,94104,5075.0,0.08,406.0,282913.581281
36693,94110,29756.6523605,2.33,69333.0,27502.0329136
36694,94110,29756.6523605,2.33,69333.0,27502.0329136
36695,94131,12923.5576923,2.08,26881.0,43765.7415647
36696,94118,19650.7692308,1.95,38319.0,41202.501083
36697,94109,47045.3781513,1.19,55984.0,33224.3382216
36699,94122,23738.559322,2.36,56023.0,26177.8981311
36701,94117,23176.9230769,1.69,39169.0,38289.6465317
36702,94117,23176.9230769,1.69,39169.0,38289.6465317
36703,94117,23176.9230769,1.69,39169.0,38289.6465317
36705,94114,21765.034965,1.43,31124.0,55081.8068693
36709,94102,46531.3432836,0.67,31176.0,15423.1812292
36710,94121,13377.5974026,3.08,41203.0,29058.4811543
36712,94110,29756.6523605,2.33,69333.0,27502.0329136
36713,94107,14859.7765363,1.79,26599.0,49267.0613557
36716,94102,46531.3432836,0.67,31176.0,15423.1812292
36717,94112,23633.0357143,3.36,79407.0,18441.9432796
36719,94112,23633.0357143,3.36,79407.0,18441.9432796
36720,94109,47045.3781513,1.19,55984.0,33224.3382216
36724,94114,21765.034965,1.43,31124.0,55081.8068693
36726,94110,29756.6523605,2.33,69333.0,27502.0329136
36730,94109,47045.3781513,1.19,55984.0,33224.3382216
36732,94127,10897.740113,1.77,19289.0,43491.6667531
36734,94114,21765.034965,1.43,31124.0,55081.8068693
36737,94131,12923.5576923,2.08,26881.0,43765.7415647
36738,94103,19977.9411765,1.36,27170.0,23481.6626426
36740,94122,23738.559322,2.36,56023.0,26177.8981311
36742,94109,47045.3781513,1.19,55984.0,33224.3382216
36743,94124,6895.74036511,4.93,33996.0,13046.1346629
36746,94110,29756.6523605,2.33,69333.0,27502.0329136
36747,94118,19650.7692308,1.95,38319.0,41202.501083
36748,94112,23633.0357143,3.36,79407.0,18441.9432796
36750,94114,21765.034965,1.43,31124.0,55081.8068693
36751,94103,19977.9411765,1.36,27170.0,23481.6626426
36758,94124,6895.74036511,4.93,33996.0,13046.1346629
36759,94158,7260.60606061,0.66,4792.0,38522.5550918
36760,94127,10897.740113,1.77,19289.0,43491.6667531
36761,94131,12923.5576923,2.08,26881.0,43765.7415647
36764,94124,6895.74036511,4.93,33996.0,13046.1346629
36766,94122,23738.559322,2.36,56023.0,26177.8981311
36767,94117,23176.9230769,1.69,39169.0,38289.6465317
36768,94109,47045.3781513,1.19,55984.0,33224.3382216
36769,94118,19650.7692308,1.95,38319.0,41202.501083
36770,94127,10897.740113,1.77,19289.0,43491.6667531
36771,94110,29756.6523605,2.33,69333.0,27502.0329136
36772,94115,29483.0357143,1.12,33021.0,43106.9525756
36774,94114,21765.034965,1.43,31124.0,55081.8068693
36776,94123,22635.2941176,1.02,23088.0,71547.6329695
36780,94112,23633.0357143,3.36,79407.0,18441.9432796
36783,94121,13377.5974026,3.08,41203.0,29058.4811543
36784,94117,23176.9230769,1.69,39169.0,38289.6465317
36788,94134,16999.1666667,2.4,40798.0,16602.7983725
36789,94131,12923.5576923,2.08,26881.0,43765.7415647
36791,94109,47045.3781513,1.19,55984.0,33224.3382216
36793,94102,46531.3432836,0.67,31176.0,15423.1812292
36795,94112,23633.0357143,3.36,79407.0,18441.9432796
36796,94110,29756.6523605,2.33,69333.0,27502.0329136
36797,94124,6895.74036511,4.93,33996.0,13046.1346629
36799,94112,23633.0357143,3.36,79407.0,18441.9432796
36800,94114,21765.034965,1.43,31124.0,55081.8068693
36801,94110,29756.6523605,2.33,69333.0,27502.0329136
36802,94132,9044.69453376,3.11,28129.0,19735.4509581
36803,94117,23176.9230769,1.69,39169.0,38289.6465317
36804,94105,15800.0,0.37,5846.0,88364.2718098
36808,94110,29756.6523605,2.33,69333.0,27502.0329136
36810,94127,10897.740113,1.77,19289.0,43491.6667531
36811,94122,23738.559322,2.36,56023.0,26177.8981311
36812,94115,29483.0357143,1.12,33021.0,43106.9525756
36813,94134,16999.1666667,2.4,40798.0,16602.7983725
36814,94127,10897.740113,1.77,19289.0,43491.6667531
36815,94131,12923.5576923,2.08,26881.0,43765.7415647
36817,94107,14859.7765363,1.79,26599.0,49267.0613557
36818,94103,19977.9411765,1.36,27170.0,23481.6626426
36820,94134,16999.1666667,2.4,40798.0,16602.7983725
36821,94124,6895.74036511,4.93,33996.0,13046.1346629
36822,94131,12923.5576923,2.08,26881.0,43765.7415647
36823,94127,10897.740113,1.77,19289.0,43491.6667531
36824,94124,6895.74036511,4.93,33996.0,13046.1346629
36825,94124,6895.74036511,4.93,33996.0,13046.1346629
36826,94116,16871.8146718,2.59,43698.0,26774.0563184
36828,94103,19977.9411765,1.36,27170.0,23481.6626426
36830,94122,23738.559322,2.36,56023.0,26177.8981311
36831,94112,23633.0357143,3.36,79407.0,18441.9432796
36833,94117,23176.9230769,1.69,39169.0,38289.6465317
36834,94118,19650.7692308,1.95,38319.0,41202.501083
36835,94110,29756.6523605,2.33,69333.0,27502.0329136
36838,94114,21765.034965,1.43,31124.0,55081.8068693
36840,94117,23176.9230769,1.69,39169.0,38289.6465317
36842,94122,23738.559322,2.36,56023.0,26177.8981311
36845,94110,29756.6523605,2.33,69333.0,27502.0329136
36846,94134,16999.1666667,2.4,40798.0,16602.7983725
36848,94112,23633.0357143,3.36,79407.0,18441.9432796
36849,94121,13377.5974026,3.08,41203.0,29058.4811543
36851,94118,19650.7692308,1.95,38319.0,41202.501083
36852,94112,23633.0357143,3.36,79407.0,18441.9432796
36854,94121,13377.5974026,3.08,41203.0,29058.4811543
36855,94103,19977.9411765,1.36,27170.0,23481.6626426
36856,94114,21765.034965,1.43,31124.0,55081.8068693
36857,94118,19650.7692308,1.95,38319.0,41202.501083
36858,94124,6895.74036511,4.93,33996.0,13046.1346629
36859,94103,19977.9411765,1.36,27170.0,23481.6626426
36861,94103,19977.9411765,1.36,27170.0,23481.6626426
36863,94115,29483.0357143,1.12,33021.0,43106.9525756
36864,94114,21765.034965,1.43,31124.0,55081.8068693
36865,94117,23176.9230769,1.69,39169.0,38289.6465317
36866,94114,21765.034965,1.43,31124.0,55081.8068693
36868,94109,47045.3781513,1.19,55984.0,33224.3382216
36869,94103,19977.9411765,1.36,27170.0,23481.6626426
36871,94122,23738.559322,2.36,56023.0,26177.8981311
36873,94103,19977.9411765,1.36,27170.0,23481.6626426
36874,94122,23738.559322,2.36,56023.0,26177.8981311
36875,94117,23176.9230769,1.69,39169.0,38289.6465317
36876,94104,5075.0,0.08,406.0,282913.581281
36878,94134,16999.1666667,2.4,40798.0,16602.7983725
36879,94102,46531.3432836,0.67,31176.0,15423.1812292
36880,94121,13377.5974026,3.08,41203.0,29058.4811543
36881,94122,23738.559322,2.36,56023.0,26177.8981311
36887,94103,19977.9411765,1.36,27170.0,23481.6626426
36888,94102,46531.3432836,0.67,31176.0,15423.1812292
36889,94117,23176.9230769,1.69,39169.0,38289.6465317
36890,94117,23176.9230769,1.69,39169.0,38289.6465317
36891,94117,23176.9230769,1.69,39169.0,38289.6465317
36892,94102,46531.3432836,0.67,31176.0,15423.1812292
36896,94114,21765.034965,1.43,31124.0,55081.8068693
36898,94121,13377.5974026,3.08,41203.0,29058.4811543
36901,94103,19977.9411765,1.36,27170.0,23481.6626426
36902,94102,46531.3432836,0.67,31176.0,15423.1812292
36904,94118,19650.7692308,1.95,38319.0,41202.501083
36906,94117,23176.9230769,1.69,39169.0,38289.6465317
36907,94110,29756.6523605,2.33,69333.0,27502.0329136
36909,94107,14859.7765363,1.79,26599.0,49267.0613557
36912,94117,23176.9230769,1.69,39169.0,38289.6465317
36913,94103,19977.9411765,1.36,27170.0,23481.6626426
36914,94117,23176.9230769,1.69,39169.0,38289.6465317
36915,94127,10897.740113,1.77,19289.0,43491.6667531
36916,94114,21765.034965,1.43,31124.0,55081.8068693
36917,94124,6895.74036511,4.93,33996.0,13046.1346629
36919,94110,29756.6523605,2.33,69333.0,27502.0329136
36921,94123,22635.2941176,1.02,23088.0,71547.6329695
36923,94122,23738.559322,2.36,56023.0,26177.8981311
36926,94116,16871.8146718,2.59,43698.0,26774.0563184
36929,94115,29483.0357143,1.12,33021.0,43106.9525756
36930,94127,10897.740113,1.77,19289.0,43491.6667531
36933,94114,21765.034965,1.43,31124.0,55081.8068693
36934,94127,10897.740113,1.77,19289.0,43491.6667531
36936,94132,9044.69453376,3.11,28129.0,19735.4509581
36941,94102,46531.3432836,0.67,31176.0,15423.1812292
36943,94112,23633.0357143,3.36,79407.0,18441.9432796
36949,94116,16871.8146718,2.59,43698.0,26774.0563184
36954,94102,46531.3432836,0.67,31176.0,15423.1812292
36956,94118,19650.7692308,1.95,38319.0,41202.501083
36957,94121,13377.5974026,3.08,41203.0,29058.4811543
36959,94107,14859.7765363,1.79,26599.0,49267.0613557
36964,94103,19977.9411765,1.36,27170.0,23481.6626426
36965,94112,23633.0357143,3.36,79407.0,18441.9432796
36967,94131,12923.5576923,2.08,26881.0,43765.7415647
36968,94110,29756.6523605,2.33,69333.0,27502.0329136
36969,94122,23738.559322,2.36,56023.0,26177.8981311
36970,94121,13377.5974026,3.08,41203.0,29058.4811543
36980,94124,6895.74036511,4.93,33996.0,13046.1346629
36981,94103,19977.9411765,1.36,27170.0,23481.6626426
36982,94112,23633.0357143,3.36,79407.0,18441.9432796
36984,94114,21765.034965,1.43,31124.0,55081.8068693
36987,94121,13377.5974026,3.08,41203.0,29058.4811543
36991,94158,7260.60606061,0.66,4792.0,38522.5550918
36993,94118,19650.7692308,1.95,38319.0,41202.501083
36994,94118,19650.7692308,1.95,38319.0,41202.501083
36999,94134,16999.1666667,2.4,40798.0,16602.7983725
37001,94102,46531.3432836,0.67,31176.0,15423.1812292
37002,94116,16871.8146718,2.59,43698.0,26774.0563184
37003,94124,6895.74036511,4.93,33996.0,13046.1346629
37004,94118,19650.7692308,1.95,38319.0,41202.501083
37005,94112,23633.0357143,3.36,79407.0,18441.9432796
37008,94114,21765.034965,1.43,31124.0,55081.8068693
37009,94122,23738.559322,2.36,56023.0,26177.8981311
37011,94132,9044.69453376,3.11,28129.0,19735.4509581
37014,94114,21765.034965,1.43,31124.0,55081.8068693
37020,94131,12923.5576923,2.08,26881.0,43765.7415647
37022,94109,47045.3781513,1.19,55984.0,33224.3382216
37023,94127,10897.740113,1.77,19289.0,43491.6667531
37024,94107,14859.7765363,1.79,26599.0,49267.0613557
37025,94118,19650.7692308,1.95,38319.0,41202.501083
37026,94105,15800.0,0.37,5846.0,88364.2718098
37027,94158,7260.60606061,0.66,4792.0,38522.5550918
37029,94110,29756.6523605,2.33,69333.0,27502.0329136
37030,94108,50992.5925926,0.27,13768.0,50804.5254939
37031,94127,10897.740113,1.77,19289.0,43491.6667531
37032,94117,23176.9230769,1.69,39169.0,38289.6465317
37034,94127,10897.740113,1.77,19289.0,43491.6667531
37035,94134,16999.1666667,2.4,40798.0,16602.7983725
37037,94115,29483.0357143,1.12,33021.0,43106.9525756
37038,94105,15800.0,0.37,5846.0,88364.2718098
37039,94122,23738.559322,2.36,56023.0,26177.8981311
37043,94107,14859.7765363,1.79,26599.0,49267.0613557
37046,94114,21765.034965,1.43,31124.0,55081.8068693
37048,94134,16999.1666667,2.4,40798.0,16602.7983725
37049,94133,34522.3684211,0.76,26237.0,28489.6979456
37051,94117,23176.9230769,1.69,39169.0,38289.6465317
37052,94112,23633.0357143,3.36,79407.0,18441.9432796
37054,94117,23176.9230769,1.69,39169.0,38289.6465317
37055,94102,46531.3432836,0.67,31176.0,15423.1812292
37057,94122,23738.559322,2.36,56023.0,26177.8981311
37060,94105,15800.0,0.37,5846.0,88364.2718098
37061,94102,46531.3432836,0.67,31176.0,15423.1812292
37062,94122,23738.559322,2.36,56023.0,26177.8981311
37063,94114,21765.034965,1.43,31124.0,55081.8068693
37066,94115,29483.0357143,1.12,33021.0,43106.9525756
37067,94114,21765.034965,1.43,31124.0,55081.8068693
37068,94107,14859.7765363,1.79,26599.0,49267.0613557
37069,94110,29756.6523605,2.33,69333.0,27502.0329136
37070,94116,16871.8146718,2.59,43698.0,26774.0563184
37072,94121,13377.5974026,3.08,41203.0,29058.4811543
37074,94115,29483.0357143,1.12,33021.0,43106.9525756
37076,94112,23633.0357143,3.36,79407.0,18441.9432796
37077,94112,23633.0357143,3.36,79407.0,18441.9432796
37080,94124,6895.74036511,4.93,33996.0,13046.1346629
37086,94107,14859.7765363,1.79,26599.0,49267.0613557
37087,94131,12923.5576923,2.08,26881.0,43765.7415647
37088,94110,29756.6523605,2.33,69333.0,27502.0329136
37090,94103,19977.9411765,1.36,27170.0,23481.6626426
37092,94110,29756.6523605,2.33,69333.0,27502.0329136
37093,94114,21765.034965,1.43,31124.0,55081.8068693
37094,94107,14859.7765363,1.79,26599.0,49267.0613557
37096,94114,21765.034965,1.43,31124.0,55081.8068693
37097,94122,23738.559322,2.36,56023.0,26177.8981311
37098,94110,29756.6523605,2.33,69333.0,27502.0329136
37103,94118,19650.7692308,1.95,38319.0,41202.501083
37104,94127,10897.740113,1.77,19289.0,43491.6667531
37106,94122,23738.559322,2.36,56023.0,26177.8981311
37107,94110,29756.6523605,2.33,69333.0,27502.0329136
37108,94114,21765.034965,1.43,31124.0,55081.8068693
37113,94127,10897.740113,1.77,19289.0,43491.6667531
37114,94127,10897.740113,1.77,19289.0,43491.6667531
37116,94114,21765.034965,1.43,31124.0,55081.8068693
37117,94124,6895.74036511,4.93,33996.0,13046.1346629
37120,94107,14859.7765363,1.79,26599.0,49267.0613557
37122,94110,29756.6523605,2.33,69333.0,27502.0329136
37125,94114,21765.034965,1.43,31124.0,55081.8068693
37126,94127,10897.740113,1.77,19289.0,43491.6667531
37128,94117,23176.9230769,1.69,39169.0,38289.6465317
37130,94102,46531.3432836,0.67,31176.0,15423.1812292
37131,94122,23738.559322,2.36,56023.0,26177.8981311
37132,94102,46531.3432836,0.67,31176.0,15423.1812292
37136,94124,6895.74036511,4.93,33996.0,13046.1346629
37137,94134,16999.1666667,2.4,40798.0,16602.7983725
37138,94124,6895.74036511,4.93,33996.0,13046.1346629
37140,94123,22635.2941176,1.02,23088.0,71547.6329695
